,artist,track,length,genre,date_entered,date_peaked,1st_week,2nd_week,3rd_week,4th_week,5th_week,6th_week,7th_week,8th_week,9th_week,10th_week,11th_week,12th_week,13th_week,14th_week,15th_week,16th_week,17th_week,18th_week,19th_week,20th_week,21st_week,22nd_week,23rd_week,24th_week,25th_week,26th_week,27th_week,28th_week,29th_week,30th_week,31st_week,32nd_week,33rd_week,34th_week,35th_week,36th_week,37th_week,38th_week,39th_week,40th_week,41st_week,42nd_week,43rd_week,44th_week,45th_week,46th_week,47th_week,48th_week,49th_week,50th_week,51st_week,52nd_week,53rd_week,54th_week,55th_week,56th_week,57th_week,58th_week,59th_week,60th_week,61st_week,62nd_week,63rd_week,64th_week,65th_week,weeks_on_chart,best_ranking
142,"Jackson, Alan",It Must Be Love,2.88333333333,Country,2000-06-24,2000-09-02,76.0,74.0,68.0,63.0,57.0,49.0,44.0,39.0,39.0,38.0,37.0,37.0,40.0,47.0,62.0,64.0,75.0,80.0,84.0,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,37.0
143,"Griggs, Andy",She's More,3.31666666667,Country,2000-03-11,2000-06-10,81.0,76.0,69.0,67.0,62.0,55.0,52.0,51.0,51.0,48.0,47.0,43.0,42.0,37.0,41.0,50.0,69.0,73.0,77.0,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,37.0
144,No Doubt,Simple Kind Of Life,4.18333333333,Rock,2000-07-01,2000-07-22,50.0,40.0,39.0,38.0,38.0,48.0,52.0,55.0,80.0,85.0,88.0,100.0,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,38.0
145,"Jean, Wyclef",911,4.0,Rap,2000-10-07,2000-11-25,77.0,74.0,64.0,61.0,53.0,48.0,43.0,38.0,42.0,38.0,44.0,49.0,53.0,61.0,66.0,68.0,80.0,85.0,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,38.0
146,Rascal Flatts,Prayin' For Daylight,3.6,Country,2000-05-06,2000-08-12,87.0,78.0,72.0,68.0,66.0,64.0,58.0,58.0,56.0,54.0,49.0,46.0,46.0,41.0,38.0,38.0,47.0,65.0,72.0,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,38.0
147,Vitamin C,Graduation (Friends Forever),4.38333333333,Rock,2000-04-15,2000-06-10,81.0,64.0,54.0,54.0,46.0,40.0,40.0,40.0,38.0,42.0,57.0,87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,38.0
148,"Gilman, Billy",One Voice,4.11666666667,Country,2000-06-17,2000-09-02,86.0,86.0,82.0,72.0,65.0,56.0,56.0,55.0,44.0,44.0,43.0,38.0,40.0,44.0,61.0,77.0,85.0,95.0,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,38.0
149,Lonestar,Smile,3.55,Country,1999-12-18,2000-02-12,89.0,80.0,80.0,80.0,65.0,47.0,44.0,42.0,39.0,39.0,43.0,41.0,43.0,45.0,50.0,58.0,67.0,78.0,85.0,91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,39.0
150,"Rogers, Kenny",Buy Me A Rose,3.76666666667,Country,2000-03-11,2000-05-06,79.0,72.0,65.0,65.0,54.0,46.0,46.0,43.0,40.0,40.0,46.0,54.0,58.0,66.0,73.0,82.0,86.0,84.0,88.0,91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,40.0
151,"Lawrence, Tracy",Lessons Learned,2.91666666667,Country,2000-01-29,2000-04-08,80.0,73.0,61.0,61.0,48.0,48.0,48.0,48.0,44.0,42.0,40.0,40.0,50.0,66.0,81.0,93.0,94.0,99.0,99.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,40.0
152,"Strait, George",Go On,3.8,Country,2000-08-26,2000-10-28,71.0,67.0,63.0,56.0,53.0,48.0,46.0,46.0,44.0,40.0,44.0,46.0,49.0,56.0,56.0,71.0,78.0,88.0,95.0,,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,40.0
153,Sisqo,Got To Get It,3.86666666667,Rock,1999-11-20,2000-01-22,92.0,76.0,73.0,58.0,48.0,48.0,48.0,48.0,49.0,40.0,43.0,51.0,50.0,57.0,63.0,64.0,68.0,82.0,88.0,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,40.0
154,Baha Men,Who Let The Dogs Out,3.28333333333,R&B,2000-07-22,2000-10-21,99.0,92.0,85.0,76.0,65.0,54.0,61.0,58.0,54.0,54.0,53.0,53.0,43.0,40.0,44.0,41.0,51.0,65.0,78.0,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,40.0
155,"Walker, Clay",The Chain Of Love,5.05,Country,2000-04-15,2000-06-10,73.0,65.0,57.0,57.0,51.0,48.0,44.0,43.0,40.0,45.0,44.0,53.0,57.0,68.0,71.0,81.0,90.0,94.0,94.0,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,40.0
156,"McBride, Martina",Love's The Only House,5.21666666667,Country,2000-02-05,2000-04-15,79.0,69.0,65.0,58.0,53.0,52.0,52.0,48.0,45.0,43.0,42.0,42.0,50.0,60.0,64.0,75.0,91.0,93.0,92.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,42.0
157,Amber,Sexual (Li Da Di),4.63333333333,Rock,1999-07-17,2000-02-12,99.0,99.0,96.0,96.0,100.0,93.0,93.0,96.0,,,99.0,,96.0,96.0,99.0,98.0,98.0,,95.0,88.0,88.0,79.0,76.0,69.0,69.0,59.0,58.0,58.0,49.0,44.0,42.0,46.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,42.0
158,"Tippin, Aaron",Kiss This,2.88333333333,Country,2000-08-26,2000-10-21,74.0,72.0,66.0,53.0,52.0,47.0,47.0,45.0,42.0,46.0,51.0,60.0,68.0,69.0,78.0,94.0,87.0,92.0,97.0,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,42.0
159,SheDaisy,I Will.. But,3.66666666667,Country,2000-07-15,2000-09-16,78.0,74.0,70.0,61.0,59.0,52.0,48.0,47.0,45.0,43.0,44.0,43.0,52.0,56.0,70.0,80.0,86.0,81.0,85.0,87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,43.0
160,"Raye, Collin",Couldn't Last A Moment,3.66666666667,Country,2000-03-18,2000-06-24,91.0,85.0,75.0,73.0,67.0,63.0,63.0,63.0,56.0,49.0,48.0,46.0,44.0,44.0,43.0,45.0,53.0,66.0,73.0,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,43.0
161,Black Rob,Whoa!,4.06666666667,Rap,2000-03-04,2000-04-15,78.0,59.0,53.0,52.0,47.0,46.0,43.0,47.0,47.0,58.0,54.0,57.0,70.0,85.0,84.0,93.0,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,43.0
162,"Jackson, Alan",Pop A Top,3.06666666667,Country,1999-11-13,2000-01-22,79.0,73.0,70.0,64.0,63.0,57.0,55.0,55.0,63.0,52.0,43.0,47.0,55.0,78.0,95.0,100.0,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,43.0
163,"Black, Clint",Been There,5.46666666667,Country,2000-02-19,2000-04-15,87.0,73.0,62.0,58.0,58.0,57.0,51.0,47.0,44.0,44.0,44.0,55.0,53.0,53.0,63.0,84.0,85.0,87.0,95.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,44.0
164,Common,The Light,3.91666666667,Rap,2000-08-05,2000-09-09,75.0,55.0,53.0,49.0,46.0,44.0,49.0,51.0,51.0,56.0,52.0,56.0,70.0,82.0,86.0,89.0,93.0,93.0,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,44.0
165,"Vassar, Phil",Carlene,4.11666666667,Country,2000-03-04,2000-04-22,75.0,67.0,64.0,64.0,57.0,53.0,47.0,45.0,45.0,50.0,52.0,56.0,59.0,78.0,83.0,84.0,91.0,96.0,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,45.0
166,"Jackson, Alan",www.memory,2.6,Country,2000-11-04,2000-12-23,75.0,59.0,59.0,54.0,50.0,49.0,47.0,45.0,49.0,69.0,63.0,67.0,77.0,89.0,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,45.0
167,Vitamin C,The Itch,3.5,Rock,2000-12-02,2000-12-16,86.0,48.0,45.0,52.0,57.0,58.0,76.0,95.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,45.0
168,"Eastsidaz, The",G'D Up,4.45,Rap,2000-01-08,2000-02-12,77.0,77.0,89.0,64.0,57.0,47.0,47.0,55.0,65.0,69.0,83.0,82.0,90.0,94.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,47.0
169,Ideal,Whatever,3.8,R&B,2000-06-10,2000-08-19,75.0,75.0,67.0,73.0,64.0,56.0,54.0,54.0,54.0,48.0,47.0,50.0,60.0,68.0,73.0,81.0,92.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,47.0
170,"Thomas, Carl",Emotional,4.51666666667,Rock,2000-11-25,2000-12-30,77.0,63.0,61.0,58.0,54.0,47.0,53.0,52.0,49.0,52.0,60.0,62.0,69.0,69.0,63.0,76.0,87.0,82.0,91.0,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,47.0
171,Ginuwine,None Of Ur Friends Business,4.2,Rock,1999-12-11,2000-01-22,94.0,84.0,71.0,71.0,60.0,63.0,48.0,48.0,48.0,55.0,64.0,71.0,85.0,85.0,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,48.0
172,"Davidson, Clay",Unconditional,3.93333333333,Country,2000-03-25,2000-06-17,97.0,97.0,97.0,90.0,83.0,78.0,74.0,69.0,60.0,56.0,54.0,50.0,49.0,55.0,52.0,51.0,51.0,62.0,63.0,83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,49.0
173,DMX,What You Want,4.08333333333,Rap,2000-07-01,2000-09-23,98.0,95.0,95.0,87.0,86.0,79.0,62.0,60.0,58.0,57.0,52.0,55.0,49.0,57.0,62.0,65.0,87.0,89.0,99.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,49.0
174,"John, Elton",Someday Out Of The Blue,4.68333333333,Rock,2000-04-22,2000-05-06,56.0,56.0,49.0,59.0,67.0,60.0,64.0,73.0,81.0,90.0,93.0,89.0,98.0,94.0,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,49.0
175,Pearl Jam,Nothing As It Seems,5.33333333333,Rock,2000-05-13,2000-05-13,49.0,70.0,84.0,89.0,93.0,91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,49.0
176,Mya,The Best Of Me,4.2,Rock,2000-04-15,2000-05-20,85.0,70.0,65.0,62.0,55.0,50.0,50.0,56.0,61.0,61.0,72.0,84.0,81.0,86.0,86.0,94.0,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,50.0
177,"Heatherly, Eric",Flowers On The Wall,3.26666666667,Country,2000-04-29,2000-08-12,95.0,88.0,88.0,82.0,82.0,77.0,72.0,67.0,65.0,65.0,65.0,60.0,60.0,53.0,51.0,50.0,57.0,77.0,83.0,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,50.0
178,Eminem,Stan,5.43333333333,Rap,2000-11-04,2000-12-02,78.0,67.0,57.0,57.0,51.0,51.0,51.0,57.0,55.0,70.0,69.0,77.0,88.0,93.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,51.0
179,"McEntire, Reba",I'll Be,4.38333333333,Country,2000-05-13,2000-07-29,89.0,79.0,79.0,72.0,69.0,64.0,61.0,57.0,55.0,55.0,52.0,51.0,53.0,60.0,81.0,84.0,93.0,91.0,94.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,51.0
180,"Lopez, Jennifer",Feelin' Good,4.46666666667,Latin,2000-02-19,2000-04-08,79.0,79.0,66.0,54.0,54.0,54.0,54.0,51.0,61.0,79.0,96.0,,,64.0,74.0,73.0,79.0,82.0,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,51.0
181,"Urban, Keith",Your Everything,4.16666666667,Country,2000-07-15,2000-09-16,81.0,80.0,73.0,73.0,67.0,64.0,60.0,59.0,53.0,51.0,55.0,66.0,84.0,90.0,96.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,51.0
182,TLC,Dear Lie,4.6,Rock,2000-02-12,2000-03-04,63.0,55.0,52.0,51.0,56.0,74.0,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,51.0
183,"Gill, Vince",Feels Like Love,4.21666666667,Country,2000-09-02,2000-11-18,82.0,76.0,74.0,73.0,73.0,65.0,59.0,58.0,54.0,54.0,53.0,52.0,55.0,52.0,57.0,76.0,91.0,99.0,,91.0,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,52.0
184,"Houston, Whitney",Could I Have This Kiss Forever,3.9,Rock,2000-06-17,2000-08-05,74.0,68.0,68.0,67.0,59.0,59.0,60.0,52.0,54.0,56.0,59.0,70.0,69.0,81.0,87.0,95.0,98.0,100.0,,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,52.0
185,Bloodhound Gang,The Bad Touch,4.33333333333,R&B,2000-03-18,2000-04-15,70.0,62.0,55.0,55.0,52.0,57.0,72.0,80.0,82.0,92.0,96.0,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,52.0
186,"Williams, Robbie",Angels,3.93333333333,Rock,1999-11-20,2000-01-22,85.0,77.0,69.0,69.0,62.0,56.0,56.0,64.0,54.0,53.0,72.0,83.0,81.0,88.0,96.0,93.0,91.0,89.0,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,53.0
187,"Messina, Jo Dee",Because You Love Me,3.83333333333,Country,2000-01-29,2000-03-11,83.0,78.0,71.0,71.0,66.0,55.0,53.0,57.0,61.0,61.0,61.0,72.0,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,53.0
188,"Keith, Toby",Country Comes To Town,3.65,Country,2000-08-05,2000-10-14,82.0,78.0,75.0,69.0,66.0,62.0,59.0,58.0,55.0,55.0,54.0,62.0,81.0,95.0,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,54.0
189,Beenie Man,Girls Dem Sugar,4.28333333333,Reggae,2000-10-21,2000-12-02,72.0,72.0,63.0,56.0,62.0,63.0,54.0,60.0,69.0,75.0,84.0,92.0,85.0,84.0,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,54.0
190,"Hill, Faith",Let's Make Love,4.18333333333,Rap,2000-08-12,2000-10-21,83.0,83.0,73.0,73.0,67.0,60.0,60.0,60.0,57.0,55.0,54.0,69.0,88.0,91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,54.0
191,Kelis,Caught Out There,4.15,R&B,1999-12-04,2000-01-08,84.0,68.0,67.0,63.0,63.0,54.0,56.0,59.0,68.0,67.0,75.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,54.0
192,Jay-Z,Anything,3.68333333333,Rap,2000-02-26,2000-03-11,72.0,58.0,55.0,55.0,63.0,74.0,86.0,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,55.0
193,3 Doors Down,Loser,4.4,Rock,2000-10-21,2000-12-02,76.0,76.0,72.0,69.0,67.0,65.0,55.0,59.0,62.0,61.0,61.0,59.0,61.0,66.0,72.0,76.0,75.0,67.0,73.0,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,55.0
194,Brooks & Dunn,You'll Always Be Loved By Me,2.96666666667,Country,2000-06-10,2000-09-09,95.0,85.0,85.0,85.0,83.0,83.0,82.0,74.0,74.0,68.0,62.0,56.0,56.0,55.0,62.0,71.0,86.0,100.0,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,55.0
195,"Chesney, Kenny",What I Need To Do,4.08333333333,Country,2000-04-01,2000-06-10,79.0,74.0,68.0,72.0,69.0,69.0,62.0,58.0,57.0,57.0,56.0,56.0,56.0,72.0,80.0,93.0,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,56.0
196,"Stone, Angie",No More Rain (In This Cloud),4.7,R&B,1999-12-25,2000-01-22,86.0,86.0,74.0,66.0,56.0,60.0,56.0,60.0,67.0,69.0,63.0,73.0,71.0,81.0,89.0,98.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,56.0
197,Da Brat,That's What I'm Looking For,3.73333333333,Rap,2000-02-26,2000-04-15,93.0,73.0,60.0,60.0,60.0,60.0,63.0,56.0,58.0,70.0,71.0,72.0,90.0,94.0,94.0,94.0,94.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,56.0
198,SheDaisy,This Woman Needs,3.33333333333,Country,2000-02-05,2000-03-04,82.0,70.0,70.0,67.0,57.0,57.0,61.0,68.0,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,57.0
199,Papa Roach,Last Resort,3.31666666667,Rock,2000-07-29,2000-12-02,75.0,71.0,69.0,69.0,66.0,64.0,61.0,61.0,66.0,64.0,63.0,60.0,65.0,66.0,62.0,66.0,64.0,64.0,57.0,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,57.0
200,"Adams, Yolanda",Open My Heart,5.5,Gospel,2000-08-26,2000-10-21,76.0,76.0,74.0,69.0,68.0,67.0,61.0,58.0,57.0,59.0,66.0,68.0,61.0,67.0,59.0,63.0,67.0,71.0,79.0,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,57.0
201,Shyne,Bad Boyz,4.36666666667,Rap,2000-09-09,2000-10-28,94.0,87.0,90.0,90.0,82.0,67.0,61.0,57.0,71.0,78.0,74.0,81.0,88.0,96.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,57.0
202,R.E.M.,The Great Beyond,4.16666666667,Rock,1999-12-25,2000-01-29,79.0,79.0,70.0,62.0,60.0,57.0,61.0,66.0,60.0,59.0,60.0,63.0,79.0,91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,57.0
203,"Diffie, Joe",It's Always Somethin',2.91666666667,Country,2000-08-12,2000-09-16,81.0,78.0,67.0,63.0,60.0,57.0,63.0,69.0,78.0,85.0,92.0,92.0,,99.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,57.0
204,"McGraw, Tim",Some Things Never Change,3.93333333333,Country,2000-05-13,2000-07-01,76.0,66.0,66.0,65.0,63.0,60.0,60.0,58.0,58.0,58.0,58.0,59.0,70.0,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,58.0
205,"Henley, Don",Taking You Home,4.13333333333,Rock,2000-06-24,2000-08-05,79.0,77.0,74.0,73.0,66.0,62.0,58.0,58.0,61.0,68.0,71.0,71.0,79.0,83.0,85.0,87.0,83.0,90.0,87.0,87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,58.0
206,Eminem,The Way I Am,4.66666666667,Rap,2000-08-26,2000-09-30,87.0,74.0,59.0,65.0,59.0,58.0,59.0,62.0,89.0,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,58.0
207,Nas,You Owe Me,3.85,R&B,2000-03-25,2000-04-15,74.0,72.0,68.0,59.0,59.0,59.0,67.0,67.0,63.0,69.0,75.0,82.0,79.0,88.0,95.0,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,59.0
208,Sister Hazel,Change Your Mind,4.03333333333,Rock,2000-07-15,2000-08-05,75.0,67.0,66.0,59.0,63.0,71.0,78.0,81.0,78.0,78.0,84.0,87.0,94.0,91.0,93.0,95.0,100.0,98.0,96.0,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,59.0
209,Puff Daddy,Best Friend,5.55,Rap,2000-02-12,2000-02-19,65.0,59.0,62.0,79.0,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,59.0
210,"McBride, Martina",There You Are,3.43333333333,Country,2000-09-09,2000-10-21,79.0,75.0,75.0,75.0,73.0,64.0,60.0,60.0,60.0,63.0,63.0,82.0,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,60.0
211,Usher,Pop Ya Collar,3.6,Rock,2000-11-04,2000-11-18,68.0,64.0,60.0,60.0,62.0,79.0,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,60.0
212,Lil' Kim,No Matter What They Say,4.2,Rap,2000-07-15,2000-08-05,80.0,72.0,67.0,60.0,65.0,73.0,81.0,86.0,90.0,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,60.0
213,LFO,I Don't Wanna Kiss You Goodnight,5.0,Rock,2000-04-15,2000-04-22,63.0,61.0,68.0,73.0,91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,61.0
214,SheDaisy,Deck The Halls,3.76666666667,Country,1999-12-25,2000-01-01,97.0,61.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,61.0
215,Splender,I Think God Can Explain,3.91666666667,R&B,2000-06-10,2000-06-24,71.0,66.0,62.0,62.0,62.0,64.0,65.0,71.0,81.0,89.0,95.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,62.0
216,"Simpson, Jessica",Where You Are,3.85,Rock,2000-04-01,2000-04-15,73.0,66.0,62.0,62.0,76.0,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,62.0
217,M2M,Mirror Mirror,3.31666666667,Pop,2000-04-01,2000-05-27,87.0,87.0,94.0,91.0,75.0,68.0,65.0,86.0,62.0,70.0,74.0,70.0,70.0,80.0,82.0,87.0,90.0,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,62.0
218,Kumbia Kings,U Don't Love Me,3.83333333333,R&B,2000-03-04,2000-03-18,81.0,64.0,62.0,67.0,70.0,70.0,75.0,87.0,89.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,62.0
219,Joe,Treat Her Like A Lady,4.2,Rock,2000-08-05,2000-08-19,77.0,75.0,63.0,63.0,69.0,64.0,68.0,67.0,72.0,79.0,78.0,84.0,85.0,90.0,89.0,99.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,63.0
220,"Blige, Mary J.",Deep Inside,5.43333333333,Rock,1999-11-13,2000-01-22,83.0,80.0,80.0,75.0,75.0,73.0,64.0,64.0,65.0,67.0,63.0,67.0,75.0,85.0,94.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,63.0
221,"Price, Kelly",You Should've Told Me,3.2,Rock,2000-09-23,2000-12-02,91.0,91.0,91.0,87.0,86.0,79.0,79.0,75.0,70.0,68.0,64.0,64.0,68.0,70.0,74.0,90.0,86.0,85.0,93.0,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,64.0
